	SK_ID_CURR	TARGET
0	100001	0.06538345619510864
1	100005	0.11735445084545869
2	100013	0.0679737419825393
3	100028	0.07088939553667493
4	100038	0.1179876780995934
5	100042	0.053721520598990304
6	100057	0.08070781426151824
7	100065	0.10026009484848207
8	100066	0.04875168322182431
9	100067	0.08509521292853427
10	100074	0.06399113162423126
11	100090	0.1086077540399347
12	100091	0.10531639574925315
13	100092	0.09208987883981
14	100106	0.1193197868665963
15	100107	0.0917573810079669
16	100109	0.0940865380249162
17	100117	0.0738952602083009
18	100128	0.06691234604607908
19	100141	0.09065906442089118
20	100150	0.0718804521027099
21	100168	0.05356101160125394
22	100169	0.03988424920809961
23	100170	0.08106120843143973
24	100171	0.09630558611214568
25	100172	0.11683916633667196
26	100184	0.06842716767913712
27	100187	0.05826804477036991
28	100212	0.07567115880996404
29	100222	0.08720514679013412
30	100223	0.056275319294051725
31	100232	0.06529671452464916
32	100241	0.12504557582125436
33	100245	0.06936569039266467
34	100253	0.05760653924329143
35	100256	0.09281719073628433
36	100271	0.05367981565531572
37	100278	0.10937135510619996
38	100280	0.06380999979188855
39	100306	0.1311446875243133
40	100311	0.10272126850062535
41	100312	0.057215373175845484
42	100330	0.07952137687412426
43	100331	0.0901074567167175
44	100352	0.08112772705593671
45	100358	0.09819564805756115
46	100367	0.08330516065146817
47	100382	0.07649510232572784
48	100384	0.0706865503787472
49	100385	0.09076201439317814
50	100386	0.07497290103959468
51	100399	0.06471885555086393
52	100404	0.06747641279555164
53	100416	0.06061555957430183
54	100422	0.1210800169122225
55	100426	0.07594774869103146
56	100438	0.0663571561000684
57	100444	0.09565280072100041
58	100445	0.1109218771844997
59	100446	0.09691346401321177
60	100447	0.06060515255416439
61	100450	0.06718961564477635
62	100466	0.07870352495907958
63	100483	0.06708286239571597
64	100484	0.0496875469132891
65	100494	0.08299903498055909
66	100510	0.10772835963443912
67	100512	0.05627539275023227
68	100517	0.06933346548400703
69	100548	0.052174037257378326
70	100551	0.06642636888213586
71	100552	0.11711280285510889
72	100553	0.07933755260857535
73	100561	0.0897155456984611
74	100568	0.12545692061256633
75	100569	0.060265505655379865
76	100591	0.08909233352535759
77	100592	0.04968921067304379
78	100602	0.087382002843664
79	100607	0.08065158243121436
80	100613	0.07563958158632304
81	100617	0.06670384629745399
82	100618	0.09214752120768976
83	100622	0.1393350580785368
84	100625	0.09348314096819973
85	100677	0.08163284309937512
86	100699	0.07816059238445978
87	100702	0.13325292633829788
88	100711	0.06611711261341821
89	100729	0.12745929129910585
90	100740	0.10803534662354568
91	100744	0.10124540474998739
92	100745	0.09305244807855519
93	100747	0.0966080133142915
94	100751	0.09963307845062089
95	100752	0.0778618238908156
96	100753	0.1331282990768063
97	100754	0.09733652169458382
98	100760	0.09519520648027055
99	100762	0.08626018674930086
100	100763	0.07693677484734363
101	100765	0.07523684309442341
102	100770	0.08957979032471729
103	100772	0.07562834226220976
104	100777	0.07987136987148015
105	100791	0.06659584330046636
106	100792	0.06281795135178274
107	100797	0.08639422202018393
108	100823	0.09147506528755871
109	100826	0.09172254887856127
110	100830	0.060858262954030434
111	100836	0.11220415367389014
112	100872	0.0822405656097136
113	100910	0.08637073061067543
114	100913	0.05968845555074009
115	100918	0.08446834290164332
116	100931	0.05561675783699703
117	100952	0.10700738353773989
118	100953	0.07162645817110685
119	100965	0.09631421639429304
120	100970	0.0732096041243418
121	100982	0.10486051783184046
122	100983	0.08336008941831499
123	100984	0.06647387309986207
124	100987	0.10707649631925933
125	100997	0.07705751592170691
126	100998	0.11660467212318193
127	101002	0.09374157950448761
128	101005	0.12264101000060022
129	101008	0.11590595811513421
130	101020	0.09627678905768267
131	101021	0.09292482389051789
132	101024	0.07628748785493975
133	101025	0.12291311995625147
134	101026	0.07718946997154169
135	101031	0.07101623894370872
136	101041	0.06079727310261469
137	101051	0.052060648554629683
138	101055	0.08841897744422546
139	101056	0.10354112169255535
140	101057	0.09867248576767075
141	101064	0.0647923993331112
142	101079	0.07985678204009604
143	101087	0.08036683275607222
144	101090	0.05724909952257706
145	101092	0.0845879059767725
146	101097	0.09485108822197748
147	101099	0.053970645760309605
148	101107	0.09210897058698683
149	101118	0.09241634300923227
150	101125	0.08506483676055636
151	101126	0.0701848933585546
152	101128	0.10145759108902332
153	101136	0.11329384655796292
154	101140	0.09477434419130334
155	101149	0.07000776153224768
156	101160	0.06648723896093002
157	101169	0.1108158135713418
158	101181	0.074317219475412
159	101186	0.054514131091949636
160	101190	0.10127352953044465
161	101193	0.10757799649628542
162	101194	0.07941461417618288
163	101198	0.08982364588174485
164	101200	0.06252922142529412
165	101204	0.09448868353274315
166	101211	0.07021624746206663
167	101213	0.07380113504372939
168	101223	0.07635160587096268
169	101225	0.09569419629042406
170	101237	0.0724127086042868
171	101243	0.0745079672616731
172	101244	0.10857953347344058
173	101258	0.06424726142772103
174	101259	0.132709646056133
175	101268	0.0992807842218837
176	101269	0.06777587255242738
177	101271	0.10688368741346452
178	101279	0.05902828562152709
179	101281	0.07704578494674363
180	101287	0.0727884848475972
181	101292	0.06057391825269635
